objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
290,290,Oval Drive Park Walking Trail,NA,Existing,0.15,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{1AE0C7A3-6931-42EF-9BA0-3E59C239B393},NA,803.229392907892
291,291,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:16Z,KRISTYPO,{F210BF2E-5DAC-46F5-8124-2F63B11DEA6E},NA,46.5025733080666
292,292,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:19Z,KRISTYPO,{4D79D320-3002-412A-8ED1-4045DDA51F21},NA,29.7523938233375
293,293,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:21Z,KRISTYPO,{37689071-2E8B-4DE9-9FC5-B13F76EB868D},NA,78.1207409711344
294,294,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:23Z,KRISTYPO,{E153F253-4EB0-4C26-8064-6D931F8401BF},NA,104.686773486755
295,295,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:25Z,KRISTYPO,{E4282E6A-02CE-4DCA-A824-788C178B3E03},NA,213.193824652916
297,297,Rockwood Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:30:31Z,KRISTYPO,{E86A0132-C55A-4DB0-8E8F-D907EA31A0C9},NA,1602.89131231245
298,298,Rocky Creek Park Walking Trail,NA,Existing,0.12,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{D8B099CA-8FA9-4E11-BEE7-62AF7E3444B5},NA,186.07973031127
299,299,Rocky Creek Park Walking Trail,NA,Existing,0.12,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{04A58201-8D5A-446E-A93C-B6A0BE68AA28},NA,489.09902687645
300,300,Sandy Creek Park Walking Trail,NA,Existing,0.43,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{8881003F-4F46-4278-B454-3A2A0B2FAA01},NA,54.9593551449804
301,301,Sherwood Park Walking Trail,NA,Existing,0.35,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{F7C8EBDC-9581-4005-B836-5199755B9804},NA,717.017704569123
302,302,Sherwood Park Walking Trail,NA,Existing,0.35,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{FB9F7C69-46A3-4176-873C-838360110376},NA,175.560663221028
303,303,Sherwood Park Walking Trail,NA,Existing,0.35,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{88128B19-B939-419E-B12D-D10B256B48DD},NA,98.6251259869307
304,304,Sherwood Park Walking Trail,NA,Existing,0.35,7,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:14:20Z,KRISTYPO,{CCD23415-BCBC-4FB2-A7BF-C7BF83E650B8},NA,37.6684062131382
305,305,Solite Park Walking Trail,NA,Existing,0.42,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:33:03Z,KRISTYPO,{14509FC5-21BC-418D-B975-CE96AE48BC36},NA,910.839223329205
306,306,Solite Park Walking Trail,NA,Existing,0.42,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:33:05Z,KRISTYPO,{5D297445-C20B-4275-91DE-0D7D24E47FD3},NA,970.94519831043306
307,307,Solite Park Walking Trail,NA,Existing,0.42,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:33:07Z,KRISTYPO,{75C83472-5A76-4EAF-B506-AB40BE9577C3},NA,147.515105390015
308,308,Solite Park Walking Trail,NA,Existing,0.42,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:33:09Z,KRISTYPO,{6506C0BC-7DE0-46B7-8EF2-2653C7C2A1B6},NA,182.725041887499
309,309,Solite Park Walking Trail,NA,Existing,0.42,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T19:33:17Z,KRISTYPO,{65080217-0928-4BA4-9122-4B3085A8B731},NA,28.8675632514603
310,310,Trinity Park Walking Trail,NA,Existing,0.05,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{DC1B06B1-E2DE-4A4C-8555-23463445A6E1},NA,63.9122422334966
311,311,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:20Z,KRISTYPO,{A60AC13F-435C-4A34-B4A2-9F9C636E6E36},NA,253.879595060912
312,312,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:24Z,KRISTYPO,{0108AAFB-6AF8-4959-80DD-3975EC9C39C7},NA,1145.65961804484
313,313,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:27Z,KRISTYPO,{86869FA5-85D5-4EDC-B3B3-B4F879463C37},NA,121.01642408192
314,314,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:30Z,KRISTYPO,{C5FDE522-641C-4CC4-B321-C973B60029DA},NA,238.113308010284
315,315,Unity Village Park Walking Trail,NA,Existing,0.44,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{93E2AEF0-2A2E-4736-A540-4711CA70CED5},NA,65.4549083538718
316,316,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:33Z,KRISTYPO,{060403A6-B99B-4B71-83EF-0592FE54DBCB},NA,80.8424293954207
317,317,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:40Z,KRISTYPO,{9E93E67F-DC92-46D6-B17E-58B77A9E4D5A},NA,33.9104154842016
318,318,Unity Village Park Walking Trail,NA,Existing,0.44,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:01:50Z,KRISTYPO,{187F065E-324C-40F1-AD6F-9C7C5E1D2B64},NA,182.981821479558
319,319,Unity Village Park Walking Trail,NA,Existing,0.44,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:02:06Z,KRISTYPO,{91377266-36D7-4D0E-920F-84878A2A7968},NA,175.601700860108
320,320,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:38Z,KRISTYPO,{A77B2BE5-AE4C-4D68-8316-B84579846F6A},NA,72.9151810664022
321,321,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:33Z,KRISTYPO,{8A757D53-FE2D-4FA5-BDB6-B418C3DE24E2},NA,36.3473701442716
322,322,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:29Z,KRISTYPO,{D9B85FC2-51FF-4EF3-939D-CB92A71710D0},NA,150.527822428272
323,323,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:27Z,KRISTYPO,{DA336F71-E1E5-4A1B-B4C5-0EA76ED84A85},NA,415.588298978283
324,324,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:23Z,KRISTYPO,{AEB9953C-8B6C-4FC8-A8CD-186B7379C06A},NA,418.433866873254
326,326,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:21Z,KRISTYPO,{8280A97F-21D6-488E-8480-3672D33F5BF7},NA,132.84833550639
327,327,Valley Springs Park Walking Trail,NA,Existing,0.34,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T21:22:17Z,KRISTYPO,{A89E01A5-F752-450A-AFAB-39E8C96884BD},NA,76.7049396054652
328,328,Weaver Street Park Walking Trail,NA,Existing,0.06,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{54CA2EC8-A2EE-4FB1-911D-86485B9B2C5F},NA,48.4441559012216
329,329,Weaver Street Park Walking Trail,NA,Existing,0.06,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{E25CF57F-7A8E-4F55-90A3-190A652BA53F},NA,64.2844819394448
330,330,Weaver Street Park Walking Trail,NA,Existing,0.06,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{80EBBB38-B02D-4FCE-B53C-9C9C7073496E},NA,90.8314475687198
331,331,Weaver Street Park Walking Trail,NA,Existing,0.06,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T16:57:12Z,KRISTYPO,{99E99EAE-DA62-432F-8C97-DD99EAF87209},NA,119.81160762165
332,332,Weaver Street Park Walking Trail,NA,Existing,0.06,3,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{60E26D17-00B0-4A1A-95FA-25340EFDFF17},NA,10.5302047871324
333,333,Weaver Street Park Walking Trail,NA,Existing,0.06,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{E2764808-89E0-4F4D-8850-28E5700CB18D},NA,36.4872379846873
334,334,Weaver Street Park Walking Trail,NA,Existing,0.06,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{2F6C32D2-30D8-4573-AA48-C54EF5690C96},NA,23.2882568154507
335,335,Westover Park Walking Trail,NA,Existing,0.05,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T18:03:55Z,KRISTYPO,{3299726F-3E0D-43F8-9190-30003CBB7BBC},NA,144.100188436461
336,336,Whippoorwill Park Walking Trail,NA,Existing,0.11,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{0E219077-3F67-422F-AE5D-B139C49B4A70},NA,78.18910780772
337,337,Whippoorwill Park Walking Trail,NA,Existing,0.11,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{D60D076F-6C95-4AA9-AED4-7667EE37A153},NA,133.828582256529
338,338,Whippoorwill Park Walking Trail,NA,Existing,0.11,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{D4A523E6-269D-4285-B118-C6F4C7E74E03},NA,64.3403174747294
339,339,Whippoorwill Park Walking Trail,NA,Existing,0.11,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{6DA9F786-74D5-4239-95AC-D4C5DF9154CB},NA,133.21155339917
340,340,Maplewood Park Walking Trail,NA,Existing,0.09,6,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{1349D345-2384-41D5-A1D0-DCE0EB3BD776},NA,308.9207981583
341,341,Piney wood Park Walking Trail,NA,Existing,0.54,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{C61472A1-BA25-4225-BE64-F6E100FD80FB},NA,282.924681134832
342,342,Piney wood Park Walking Trail,NA,Existing,0.54,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{5B11E4B1-D3F9-4F27-9F3C-0FEA068A8F53},NA,78.0006577021519
343,343,Piney wood Park Walking Trail,NA,Existing,0.54,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-24T22:04:40Z,KRISTYPO,{2A7A2EF2-A0EE-4273-A331-E00799F58CF9},NA,197.522159007875
344,344,Piney wood Park Walking Trail,NA,Existing,0.54,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{B0AB7E4E-2251-4719-9720-C463A1CC4266},NA,59.1408511233067
345,345,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{70F6944F-4549-4832-9AB2-DC965D6F2ADA},NA,337.181435512857
346,346,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{F8CA5175-0F27-4CC5-80A4-925118BC0740},NA,1290.85349691044
347,347,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{6A4151BD-F768-4774-B872-210F6B4FE913},NA,88.3850668353397
348,348,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{37864D32-9378-4CD8-A89B-EB377E0769F8},NA,96.5847556853541
349,349,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{BFA6FDF6-B349-4D0C-BBB8-618B11C90939},NA,35.4005235218504
350,350,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{A7516BD6-2D9F-4B65-8672-A4E152CABFDD},NA,111.288017004177
351,351,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{C31CA4AC-9D99-4957-8AFE-8A7638D2692B},NA,133.648726534818
352,352,Twin Lakes Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{0EA45328-F223-4EF5-B71A-7F184F4014B1},NA,308.738173317742
353,353,Durham Central Park Walking Trail,NA,Existing,0.22,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{782322CE-CB6F-43BA-A2A7-FC47D84F09C3},NA,136.074011135307
354,354,Duke Park Walking Trail,NA,Existing,0.73,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{912DC754-982B-4B77-BEDC-736BB469AADB},NA,449.120661236655
355,355,Duke Park Walking Trail,NA,Existing,0.73,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{6CCDA690-2511-4B71-B1E0-6A033C7EEB25},NA,115.631666067522
356,356,Duke Park Walking Trail,NA,Existing,0.73,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{DD9CEB93-A301-4300-B619-F9E50668B9FF},NA,222.175278124493
357,357,Duke Park Walking Trail,NA,Existing,0.73,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{362CA2C3-59C8-434E-A124-EA4D3F8D7064},NA,522.879304254284
358,358,Duke Park Walking Trail,NA,Existing,0.73,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-17T21:15:07Z,KRISTYPO,{117256F0-5AD6-4285-813C-644FA91C069B},NA,37.6445205712332
359,359,Duke Park Walking Trail,NA,Existing,0.73,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{013029DC-28F0-4445-85B8-7FE7D2AAABF9},NA,36.6909304632255
360,360,Duke Park Walking Trail,NA,Existing,0.73,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-17T19:40:39Z,KRISTYPO,{E4E2A760-9489-40E9-804B-357683BC2883},NA,451.359179434011
361,361,Duke Park Walking Trail,NA,Existing,0.73,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-17T21:11:32Z,KRISTYPO,{CDB88026-F676-44F1-A992-944A03B95CBB},NA,98.1947098333187
362,362,Duke Park Walking Trail,NA,Existing,0.73,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-17T21:11:35Z,KRISTYPO,{206D0649-354F-4CBC-BE4D-A0904F2338FB},NA,124.530479841109
363,363,Duke Park Walking Trail,NA,Existing,0.73,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-17T21:11:42Z,KRISTYPO,{91C26C99-C9C0-415F-BE5C-BEAB2435433A},NA,703.506660775568
364,364,Edgemont Park Walking Trail,NA,Existing,0.11,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{BA9AACBF-33EF-431B-8FF0-53DEB61AB3E6},NA,524.447693537221
365,365,Edgemont Park Walking Trail,NA,Existing,0.11,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{F1F95415-6C0C-4296-8608-8215B3FCAF96},NA,81.2951070359506
366,366,Forest Hills Park Walking Trail,NA,Existing,0.25,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{0846A49D-7455-4BF7-A9DC-AFB12BDC34BE},NA,8.23986996465593
367,367,Forest Hills Park Walking Trail,NA,Existing,0.25,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{6312B206-4ADF-4357-81FF-68E89280A84A},NA,187.827089519628
