objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
761,NA,Leigh Farm Inner Loop,NA,Existing,3.13,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T22:01:43Z,KRISTYPO,{E47F07BD-6467-43C9-900F-4F0E16FD11A0},NA,1070.39137069634
762,NA,Lake Michie Lake Loop,NA,Existing,0.49,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:54Z,KRISTYPO,{AA3237C0-8ECA-43B2-AF51-9E65D919D168},NA,2574.95174470379
763,763,Laurel Ridge Access Trail,NA,Existing,0.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:35Z,KRISTYPO,{1708F58F-8998-4D51-A6EE-4553C5C9E6A6},NA,685.912059701311
764,NA,Laurel Ridge Trail,NA,Existing,2.44,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:26:33Z,KRISTYPO,{4C67A0BF-2C49-46AD-8952-DA95581A2766},NA,12902.539039187
765,NA,Lake Michie Nature Loop,NA,Existing,0.28,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:55Z,KRISTYPO,{BD87BF51-E203-49BD-8C33-D02FBEF8F093},NA,1483.20431631569
766,NA,New Hope Creek Loop,New Hope Creek Greenway,Existing,1.61,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:35:57Z,KRISTYPO,{F8C4337B-3482-4941-A8E0-E23BD252C1F2},NA,8485.0573782836509
767,NA,New Hope Creek Loop Access,New Hope Creek Greenway,Existing,0.12,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:40:19Z,KRISTYPO,{5B991C99-A989-4422-A9AA-BB597C6CE9AF},NA,622.472502702205
768,NA,Leigh Farm Outer Loop,NA,Existing,3.13,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T22:02:12Z,KRISTYPO,{26260C4C-543E-4ABA-9FED-29A9E982C7EA},NA,2484.23752478016
769,NA,Oxgate Road,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T19:43:55Z,KRISTYPO,{C9AB839F-00F9-4638-88E7-73919F88F58E},NA,1090.39340938147
770,NA,Oxgate Road Access Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T19:43:58Z,KRISTYPO,{63F4D796-8562-452F-B33D-5AF95FC3D52A},NA,199.564305235295
771,NA,Pea Creek Trail,NA,Existing,0.92,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:47:48Z,KRISTYPO,{E91C591A-E36A-4E73-B466-E6D76AA511C7},NA,4882.93185233002
772,NA,Pump Station Access Trail,NA,Existing,0.24,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:49:06Z,KRISTYPO,{EF23C645-BE1A-48C4-B310-AE15F04CD53D},NA,1287.79461664772
773,NA,Pump Station Trail,NA,Existing,1.51,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:49:27Z,KRISTYPO,{7C812F5B-67A4-4CDE-B49A-9A78B670B7A5},NA,7983.38307150328
774,NA,Waterfall Trail,NA,Existing,0.37,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:56Z,KRISTYPO,{D58136A1-FF7B-41EB-8EBD-D20DD017954F},NA,1971.13129296829
775,775,Wetland Trail,NA,Existing,1.25,6,Walking Path,Native,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,Other,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T19:05:34Z,KRISTYPO,{579905F3-D6C4-4D97-A030-0DF9C0785F4E},NA,5544.3571023944
776,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{835B1BC1-F1E1-4360-84DC-C7D4B7E1F2FA},NA,212.463796990528
777,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{815DBADB-D001-400C-8DCF-3BF2621F9891},NA,599.700652561983
778,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{2F041C8C-7CDF-4864-9583-82A14956AE99},NA,2476.80275425472
779,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{E336C4B3-5383-45F4-B4DA-C132BA1F84FC},NA,604.171321495384
780,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{B286D4C8-9210-4985-BB3C-27D3383E0219},NA,815.584381589627
781,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{56449BA4-0736-45BC-B020-815D58811281},NA,204.133325170129
782,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{F6761D21-A798-44E4-988E-7F6424F7A498},NA,124.19965305633
783,783,Piney wood Park Walking Trail,NA,Existing,0.54,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-24T22:12:51Z,KRISTYPO,{28D5C11C-1675-4BBE-8894-CCC872083571},NA,459.178915413117
784,784,Piney wood Park Walking Trail,NA,Existing,0.54,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-24T22:13:53Z,KRISTYPO,{47FDC288-0F79-471F-B387-0123686BC80D},NA,478.335299089338
785,785,Piney wood Park Walking Trail,NA,Existing,0.54,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-24T22:14:32Z,KRISTYPO,{92BB3603-7575-4BB4-89F9-72E00434A4CE},NA,284.682235827449
786,NA,Eno River State Park Trails,NA,Existing,1.18,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-23T17:40:33Z,KRISTYPO,{3EE79ED5-F578-4608-9BA2-259BD70016FF},NA,3008.62958848338
787,NA,Eno River State Park Trails,NA,Existing,1.18,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-23T17:40:34Z,KRISTYPO,{34829AB3-57CE-4A28-B734-B8A1732B9BED},NA,105.071887437674
788,NA,Eno River State Park Trails,NA,Existing,1.18,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-23T17:40:44Z,KRISTYPO,{3069EAB1-4B1D-4B20-AEF5-30C0FEB1EB92},NA,1431.23666509514
789,NA,Eno River State Park Trails,NA,Existing,1.18,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-23T17:40:37Z,KRISTYPO,{C19D1620-53CF-4C0B-8226-7D053E02AAF6},NA,997.483573646805
790,NA,Eno River State Park Trails,NA,Existing,1.18,0,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,North Carolina Division of Parks and Recreation ,2018-12-31T23:16:31Z,KRISTYPO,2019-01-23T17:40:41Z,KRISTYPO,{53C7437E-12D1-4946-9510-704A0075BE8C},NA,712.434531584196
791,791,Riverside High School Access Trail,NA,Existing,0.32,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:35Z,KRISTYPO,{3640730D-ECC3-4E40-BF8E-733D63B68536},NA,697.59990926703
792,792,Riverside High School Access Trail,NA,Existing,0.32,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:35Z,KRISTYPO,{1E8FB166-6EAB-4692-B990-5D220C40AA82},NA,497.89588599095
793,NA,Leigh Farm Park Walking Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,Other,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T19:42:52Z,KRISTYPO,{624D3809-92F5-40E3-8082-0B57367E82BA},NA,1182.83506350884
794,794,Riverside High School Access Trail,NA,Existing,0.32,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:35Z,KRISTYPO,{D451FA0D-DF20-4141-AD9E-F88208DFC471},NA,491.6491749957
795,795,Sandy Creek Park Walking Trail,NA,Existing,0.43,10,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T18:39:22Z,KRISTYPO,{9FA19610-D815-4FD4-9934-AA7BFBDF944B},NA,636.884387407546
796,796,Sandy Creek Park Walking Trail,NA,Existing,0.43,5,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T18:28:18Z,KRISTYPO,{326C7878-00F2-4B94-81E5-44DE6F4C2773},NA,161.106298704021
799,799,Cook Road Park Walking Trail,NA,Existing,0.53,6,Walking Path,Asphalt,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T19:17:18Z,KRISTYPO,{F3DB9C7C-1682-43A4-84E1-61F1EB38CD27},NA,164.160530099682
801,801,Lyon Park Walking Trail,NA,Existing,0.63,7,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T21:36:16Z,KRISTYPO,{E8D3AD5D-E817-4EEC-8C57-28D19BFDFE92},NA,217.45799771191
802,802,Northgate Park Walking Trail,NA,Existing,0.9,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T20:58:43Z,KRISTYPO,{C4CD9359-D497-4C4E-B077-E866962830AC},NA,559.605500337597
804,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{5F13DEDA-0D88-4668-AA82-E7FE2E02B9EF},NA,2203.15847660418
805,NA,Glennstone Preserve Walking Trails,NA,Existing,1.67,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T19:20:08Z,KRISTYPO,{AE509A89-531D-4F59-807C-8E163BC9FEC5},NA,1582.33509558762
806,NA,Leigh Farm Park Walking Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T19:44:00Z,KRISTYPO,{B0922733-6A47-4FB1-914D-60BC33F81DD8},NA,477.855951844443
807,807,Bethesda Park Walking Trail,NA,Existing,0.61,7,Walking Path,Asphalt,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-12T18:34:52Z,KRISTYPO,{014A858F-1D2D-44AE-86EB-F5C7884AB6E0},NA,2524.34321966918
808,808,Bethesda Park Walking Trail,NA,Existing,0.61,7,Walking Path,Asphalt,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-12T18:31:21Z,KRISTYPO,{7BDA4C26-0B0B-47C4-B14B-049C74ABE263},NA,131.417562783813
809,809,Bethesda Park Walking Trail,NA,Existing,0.61,6,Walking Path,Asphalt,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-12T19:33:03Z,KRISTYPO,{5C0F21DC-5CF3-42A2-9B80-717827B3B217},NA,314.450929401253
810,810,Bethesda Park Walking Trail,NA,Existing,0.61,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:26:51Z,KRISTYPO,{DB75A0E1-ECB8-431E-8D79-0A7809D3AB17},NA,499.150298275069
811,811,CM Herndon Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:37:07Z,KRISTYPO,{19958C2C-A167-4DD1-99C5-E2997A0AAD11},NA,800.875778428642
812,812,CM Herndon Park Walking Trail,NA,Existing,0.43,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:37:51Z,KRISTYPO,{7E0A7066-B9AA-4821-BE3C-0BF0BDAC28DC},NA,400.168766142154
813,813,CM Herndon Park Walking Trail,NA,Existing,0.43,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:38:15Z,KRISTYPO,{E4300EC5-AFC9-4ABC-A4A8-492E4B19B3F2},NA,55.1633638041501
814,814,CM Herndon Park Walking Trail,NA,Existing,0.43,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:38:56Z,KRISTYPO,{7786F3F1-22D8-45AD-BCD1-4EB0E1A2466E},NA,154.072600561976
815,815,CM Herndon Park Walking Trail,NA,Existing,0.43,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:39:34Z,KRISTYPO,{10F467A5-FCA9-46F1-B097-BD642252537B},NA,357.390539135214
816,816,CM Herndon Park Walking Trail,NA,Existing,0.43,14,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:40:13Z,KRISTYPO,{F631159E-4A37-4C57-B361-F16840FAD2FD},NA,112.453739890254
817,817,CM Herndon Park Walking Trail,NA,Existing,0.43,9,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T17:40:58Z,KRISTYPO,{C92936AA-312D-4AF0-BEA2-AC0D4B1F5B06},NA,404.237728019789
818,818,Campus Hills Park Walking Trail,NA,Existing,0.52,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T18:50:43Z,KRISTYPO,{BB62D976-3841-4998-AE21-41AF0563CAA9},NA,256.612811964897
819,819,Campus Hills Park Walking Trail,NA,Existing,0.52,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T18:50:48Z,KRISTYPO,{364F9AB3-8506-41F4-9277-008F120D23C1},NA,172.756195124393
820,820,Campus Hills Park Walking Trail,NA,Existing,0.52,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-17T18:51:10Z,KRISTYPO,{F7F19C48-AF9E-47D6-A76F-0369B729DA2B},NA,62.6371588922599
822,822,East End Park Walking Trail,NA,Existing,0.37,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{8B25AD0D-31A5-401F-88F2-90CD68C18D78},NA,40.0094504001452
823,823,East End Park Walking Trail,NA,Existing,0.37,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T15:39:09Z,KRISTYPO,{A03F1D71-A6FB-4570-B960-C79D8EDE11AB},NA,198.1576322323
825,825,Elmira Avenue Park Walking Trail,NA,Existing,0.09,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T22:03:13Z,KRISTYPO,{9C38D473-4FBF-4ED6-AB67-1820AE639BF6},No,133.308670948715
826,826,Hillside Park Walking Trail,NA,Existing,0.97,7,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T21:43:30Z,KRISTYPO,{BCEF518E-09EA-4FD6-9D17-181C7A6536E3},NA,315.463298960897
827,827,Hillside Park Walking Trail,NA,Existing,0.97,15,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T21:48:12Z,KRISTYPO,{D999F5BC-A8C6-4DFB-82B9-56BD4AECA684},NA,52.027779205899
828,828,Hillside Park Walking Trail,NA,Existing,0.97,7,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T21:40:13Z,KRISTYPO,{15EA2186-49DE-40E7-B06B-1643D2E0C23C},NA,383.758841153275
829,829,Hillside Park Walking Trail,NA,Existing,0.97,9,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T21:42:27Z,KRISTYPO,{F3793133-4F1E-4727-93C2-E61BAF0C5CCE},NA,48.7116079124594
830,830,Hillside Park Walking Trail,NA,Existing,0.97,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T21:41:09Z,KRISTYPO,{1533F16C-01B8-438D-98D0-75FECB01036A},NA,154.427341311667
831,831,Long Meadow Park Walking Trail,NA,Existing,0.29,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T21:07:44Z,KRISTYPO,{71E6EB36-C4B5-4AB4-933D-6E247F449B7F},NA,377.40897131697
832,832,Long Meadow Park Walking Trail,NA,Existing,0.29,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T21:07:46Z,KRISTYPO,{3E3FADBD-BBE1-4BE3-9A66-818361CF9B16},NA,563.936945174128
833,833,Long Meadow Park Walking Trail,NA,Existing,0.29,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T21:07:50Z,KRISTYPO,{1003EB00-4FD9-4E9C-BC06-EE1C46BB357E},NA,41.8705196585365
834,834,Long Meadow Park Walking Trail,NA,Existing,0.29,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-06-18T21:07:58Z,KRISTYPO,{B7240316-A87E-4B88-8466-2E112EADD2E5},NA,260.879766157814
835,835,Lyon Park Walking Trail,NA,Existing,0.63,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{5EBCD175-F640-4902-8EB2-C684B3BB62F3},NA,24.4468750654947
