Residence,date,unit_session_id,Age,BHI_A_1_r,BHI_A_2_r,BHI_A_3,BHI_A_4,BHI_C_1,BHI_C_2_r,BHI_C_3,BHI_C_4_r,BHI_E_1,BHI_E_2_r,BHI_E_3_r,BHI_E_4,BHI_HH_1,BHI_HH_2_r,BHI_HH_3_r,BHI_HH_4_r,BHI_O_1,BHI_O_2_r,BHI_O_3,BHI_O_4,BHI_X_1_r,BHI_X_2,BHI_X_3,BHI_X_4_r,Corona,Curfew_1,Curfew_1_1,Curfew_1_2,Curfew_2,Curfew_2_1,Curfew_2_2,Curfew_2_3,gender,Household_Size,Left_Right_Politics,Nationality,Risk_Duration,Risk_Freq,Risk_Quarantine,survey,ToP_Amount,ToP_Freqency,ToP_Inhouse,ToP_Ratio,Residence_County,BHI_HH_2,BHI_HH_3,BHI_HH_4,HH,BHI_E_2,BHI_E_3,E,BHI_X_1,BHI_X_4,X,BHI_A_1,BHI_A_2,A,BHI_C_2,BHI_C_4,consc,BHI_O_2,open,mobility,public_transport,Quarantine_Duration,continent,Germany,USA,German,American,europe,Americas,Rest,Country,Date.of.First.Case,Date.of.50th.case,date_diff,politics,perceived_threat,age,z.ToP_Amount,z.ToP_Freqency,z.ToP_Inhouse,duration,household,date_diff_z,Cat.Country
DE,2020-03-24,5333688,30,4,3,4,3,4,4,2,3,2,3,3,4,3,1,2,2,3,2,3,3,3,2,4,2,5,1,2,1,1,1,1,1,1,4,2,DE,NA,0,2,2,1,1,2.5,2,NA,5,4,4,0.24307517954251995,3,3,-0.04228402301515715,3,4,-1.0726515247272634,2,3,0.23139317856893354,2,3,-1.138095269591219,4,-1.371481683583687,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,0.006827882723626893,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Europe
DE,2020-03-24,5332792,25,4,5,2,2,5,4,4,3,4,2,3,5,5,1,1,1,5,1,4,3,1,3,2,3,2,1,1,1,1,1,1,1,3,2,1,DE,NA,0,2,2,2,2,6.5,2,NA,5,5,5,1.7352346792303475,4,3,1.5032164145296691,5,3,-1.0726515247272634,2,1,-1.9346557486364988,2,3,0.04968980394652554,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-1.3416012908735158,-1.3532863558228734,-0.7386202577388848,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5332793,29,4,4,2,2,5,2,4,2,2,2,4,3,4,1,2,1,4,1,4,4,1,3,4,1,6,1,2,1,1,1,1,1,1,2,3,CO,NA,0,2,2,2,2,6.5,2,NA,5,4,5,0.9891549293864337,4,2,-0.4286591324013637,5,5,0.5002022384355693,2,2,-1.5014459631954125,4,4,1.23747487748427,5,0.46824324146594526,1,1,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.4601992955724603,-0.3267709775664962,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-25,5365288,25,2,4,4,2,4,2,4,2,4,2,4,3,2,1,3,2,4,1,4,4,1,3,4,2,7,1,1,1,1,1,1,2,1,3,4,DE,NA,0,2,2,3,2,10.5,3,NA,5,3,4,-0.5030045703013938,4,2,0.3440910863710494,5,4,0.10698879764486113,4,2,0.23139317856893354,4,4,0.8415465196383553,5,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,0.9135707084212937,-0.7386202577388848,1.5391217397187555,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-24,5332881,26,3,4,3,4,4,4,2,4,4,1,4,1,4,2,3,2,5,1,5,5,1,2,4,2,4,1,1,1,1,1,1,2,2,3,1,US,NA,0,2,2,2,2,2.5,1,NA,4,3,4,-0.1299646953794369,5,2,-0.04228402301515715,5,4,-0.2862246431458471,3,2,0.23139317856893354,2,2,-1.5340236274371337,5,1.8480369352531694,1,0,0,Europe,1,0,0,1,1,0,0,Germany,2020-01-27,28.02.2020,57,-1.3416012908735158,-0.44654353012520653,-0.6356579376957877,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5336399,26,2,4,2,2,3,2,4,4,2,4,5,4,5,1,3,2,4,1,3,3,1,4,5,1,3,1,1,1,1,1,1,1,1,3,2,DE,NA,0,2,2,2,2,14.5,2,NA,5,3,4,0.6161150544644768,2,1,-1.201409351173777,5,5,1.2866291200169857,4,2,-0.6350263923132394,4,2,-0.3462385538993893,5,-0.45161922105887087,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,-0.89991494297404,-0.6356579376957877,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5332890,24,4,5,3,4,2,3,2,3,5,1,3,4,1,5,2,2,4,1,5,5,2,4,4,4,3,1,2,1,1,1,1,1,2,1,1,DE,NA,0,2,2,1,1,10.5,2,NA,1,4,4,-1.9951640699892212,5,3,1.8895915239158756,4,2,-0.6794380839365554,2,1,-0.6350263923132394,3,3,-1.5340236274371337,5,1.3881057039907614,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-1.3416012908735158,-0.89991494297404,-0.8415825777819821,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5332896,27,4,3,2,2,4,3,3,2,3,2,4,4,4,2,1,1,4,1,3,3,1,2,3,3,7,1,1,1,2,NA,NA,2,1,2,4,IT,8,0,1,2,2,3,10.5,2,NA,4,5,5,0.9891549293864337,4,2,0.3440910863710494,5,3,-1.0726515247272634,2,3,-1.0682361777543259,3,4,0.04968980394652554,5,-0.45161922105887087,1,0,8,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,57,0.45441334045715864,0.9135707084212937,-0.5326956176526906,0.22889502795817385,2.162365752853294,0.11202311999103683,1.9162632454360784,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5332908,38,3,4,2,3,4,3,4,1,3,3,3,4,4,1,1,1,4,1,3,2,2,3,4,2,7,1,1,1,1,1,1,1,1,2,3,DE,NA,1,2,2,2,2,6.5,2,NA,5,5,5,1.3621948043083905,3,3,0.3440910863710494,4,4,-0.2862246431458471,3,2,-0.6350263923132394,3,5,0.8415465196383553,5,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.9135707084212937,0.5998899028213783,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5333004,24,3,2,4,3,4,3,4,2,3,3,4,4,4,2,2,3,4,1,4,2,1,3,4,4,4,1,1,2,1,1,1,1,1,2,3,DE,NA,0,2,2,1,1,6.5,2,NA,4,4,3,-0.1299646953794369,3,2,-0.04228402301515715,5,2,-0.6794380839365554,3,4,1.0978127494511065,3,4,0.44561816179244035,5,-0.45161922105887087,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,-0.44654353012520653,-0.8415825777819821,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-25,5368632,53,3,4,4,2,5,2,4,3,2,4,4,4,2,1,4,3,4,1,4,3,1,4,4,2,6,1,1,1,1,1,1,2,2,3,3,DE,NA,0,2,2,2,3,14.5,3,NA,5,2,3,-1.2490843201453075,2,2,-0.8150342417875702,5,4,0.5002022384355693,3,2,-0.20181660687215294,4,3,0.8415465196383553,5,0.00831201020353719,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,0.4601992955724603,2.1443247034678357,0.22889502795817385,2.162365752853294,0.8104583469774068,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-24,5333911,24,2,2,4,3,4,5,4,4,3,3,4,2,4,1,2,1,3,3,3,4,1,3,4,2,3,1,1,1,1,1,1,1,1,4,2,DE,NA,2,2,2,1,1,2.5,1,NA,5,4,5,0.9891549293864337,3,2,-0.8150342417875702,5,4,0.10698879764486113,4,4,1.531022534892193,1,2,-1.138095269591219,3,-1.371481683583687,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,-0.89991494297404,-0.8415825777819821,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Europe
DE,2020-03-25,5360237,42,2,4,5,3,4,3,3,4,4,4,4,4,3,1,2,1,4,1,4,4,2,3,4,1,5,1,1,1,1,1,1,1,1,4,2,DE,NA,0,2,2,2,2,10.5,2,NA,5,4,5,0.6161150544644768,2,2,-0.04228402301515715,4,5,0.10698879764486113,4,2,1.0978127494511065,3,2,-0.7421669117453041,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,0.006827882723626893,1.011739182993767,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-24,5336596,32,3,4,3,2,4,3,5,3,4,1,4,5,3,1,1,1,3,1,5,4,1,4,4,2,6,2,NA,NA,1,1,1,1,1,1,3,DE,NA,0,2,2,2,2,6.5,2,NA,5,5,5,0.9891549293864337,5,2,1.5032164145296691,5,4,0.5002022384355693,3,2,-0.6350263923132394,3,3,0.44561816179244035,5,0.46824324146594526,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.4601992955724603,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5351496,24,5,3,3,3,2,3,3,3,4,2,4,3,4,1,4,2,4,1,4,4,1,4,4,2,8,1,1,1,1,1,1,2,2,3,3,DE,4,0,1,2,2,2,14.5,2,NA,5,2,4,-0.1299646953794369,4,2,0.3440910863710494,5,4,0.5002022384355693,1,3,-0.6350263923132394,3,3,-1.138095269591219,5,0.46824324146594526,1,0,4,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,1.3669421212701272,-0.8415825777819821,0.22889502795817385,0.51074283119541,0.8104583469774068,0.7649447761528124,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5333148,29,2,3,3,3,5,2,5,2,4,2,4,2,5,1,2,2,2,2,4,4,1,4,5,2,7,1,1,1,1,1,1,1,1,2,5,DE,NA,0,2,2,3,2,14.5,3,NA,5,4,4,0.9891549293864337,4,2,-0.04228402301515715,5,4,0.8934156792262776,4,3,0.6646029640100201,4,4,1.6334032353301848,4,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,1.0530848842340501,0.9135707084212937,-0.3267709775664962,1.5391217397187555,0.51074283119541,0.8104583469774068,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-25,5361134,33,2,3,3,4,4,3,4,3,2,2,3,4,2,3,4,3,3,1,2,4,2,2,4,4,2,1,1,1,1,1,1,1,2,4,5,AF,NA,0,2,2,2,2,6.5,2,NA,3,2,3,-1.9951640699892212,4,3,0.3440910863710494,4,2,-1.4658649655179719,4,3,1.0978127494511065,3,3,0.04968980394652554,5,-0.911550452321279,1,1,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,1.0530848842340501,-1.3532863558228734,0.08507830260589246,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-24,5336684,31,3,5,1,1,4,4,3,1,2,1,4,5,5,1,4,3,5,1,5,3,1,4,5,1,10,2,NA,NA,1,1,1,1,1,2,2,DE,7,1,1,2,3,3,10.5,3,NA,5,2,3,-0.1299646953794369,5,2,0.7304661957572559,5,5,1.2866291200169857,3,1,-2.3678655340775854,2,5,0.04968980394652554,5,0.9281744727283533,0,1,7,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,2.273684946967794,-0.12084633748030188,1.5391217397187555,2.162365752853294,0.11202311999103683,1.6284336281152618,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5333165,29,4,4,3,3,4,4,4,2,3,2,4,3,4,1,3,2,3,2,3,3,3,2,2,2,7,2,NA,NA,1,1,1,2,2,2,3,BR,NA,0,2,2,2,2,2.5,2,NA,5,3,4,0.24307517954251995,4,2,-0.04228402301515715,3,4,-1.85907840630868,2,2,-0.6350263923132394,2,4,0.04968980394652554,4,-1.371481683583687,0,0,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.9135707084212937,-0.3267709775664962,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5333168,25,5,5,4,5,2,4,3,4,2,4,3,3,4,1,3,1,4,2,5,4,1,4,4,3,4,1,2,1,1,1,1,2,2,2,3,DE,NA,0,2,2,1,1,2.5,2,NA,5,3,5,0.6161150544644768,2,3,-0.8150342417875702,5,3,0.10698879764486113,1,1,-0.20181660687215294,2,2,-1.9299519852830487,4,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,-0.44654353012520653,-0.7386202577388848,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-27,5455254,24,4,3,3,2,3,2,3,3,2,5,4,3,4,2,3,2,4,3,4,4,2,5,5,2,2,1,1,1,1,1,1,2,2,6,4,DE,NA,0,2,2,2,2,6.5,2,NA,4,3,4,-0.1299646953794369,1,2,-1.5877844605599833,4,4,0.8934156792262776,2,3,-0.6350263923132394,4,3,-0.3462385538993893,3,-0.45161922105887087,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,60,0.45441334045715864,-1.3532863558228734,-0.8415825777819821,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,2.1660862387646196,0.32741193977403604,Europe
DE,2020-03-25,5366163,26,4,4,1,2,5,4,4,1,1,4,5,4,4,5,2,3,5,1,5,5,1,3,5,2,7,1,1,1,1,1,1,1,2,15,2,TR,NA,2,2,2,2,2,6.5,2,NA,1,4,3,-1.2490843201453075,2,1,-1.5877844605599833,5,4,0.5002022384355693,2,2,-1.9346557486364988,2,5,0.8415465196383553,5,1.8480369352531694,1,1,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,0.9135707084212937,-0.6356579376957877,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,7.88700463719893,0.10788835040012829,Europe
DE,2020-03-25,5366308,29,3,2,4,3,3,2,3,2,4,2,3,3,5,1,3,3,3,1,4,3,2,2,4,2,3,1,1,1,1,1,1,1,1,1,2,DE,NA,0,2,2,2,2,2.5,2,NA,5,3,3,0.24307517954251995,4,3,0.7304661957572559,4,4,-0.6794380839365554,3,4,1.0978127494511065,4,4,0.04968980394652554,5,-0.45161922105887087,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,-0.89991494297404,-0.3267709775664962,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-24,5353291,47,2,2,3,4,4,2,3,2,4,4,3,3,4,1,2,2,5,1,3,3,1,4,4,1,2,1,1,2,1,1,1,2,1,5,5,DE,NA,0,2,2,2,2,2.5,1,NA,5,4,4,0.6161150544644768,2,3,-0.04228402301515715,5,5,0.8934156792262776,4,4,1.531022534892193,4,4,0.44561816179244035,5,0.00831201020353719,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,1.0530848842340501,-1.3532863558228734,1.5265507832092529,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,1.530428638938585,-0.00187344428682559,Europe
DE,2020-03-25,5366323,26,4,3,4,5,3,5,3,2,4,3,4,2,4,3,3,3,4,1,5,4,2,4,4,2,6,1,2,1,1,1,1,2,1,1,2,TR,11,0,1,2,2,2,6.5,2,NA,3,3,3,-0.8760444452233507,3,2,-0.4286591324013637,4,4,0.10698879764486113,2,3,1.0978127494511065,1,4,-1.138095269591219,5,0.9281744727283533,1,0,11,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,0.4601992955724603,-0.6356579376957877,0.22889502795817385,0.51074283119541,-0.5864121069953332,2.779752097398528,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-24,5343210,36,4,2,4,3,4,4,2,3,3,4,3,3,4,2,1,2,2,2,2,3,2,3,3,2,7,1,2,1,1,1,1,1,1,1,4,DE,NA,0,2,2,2,2,10.5,3,NA,4,5,4,0.6161150544644768,2,3,-0.4286591324013637,4,4,-0.6794380839365554,2,4,0.6646029640100201,2,3,-1.138095269591219,4,-2.291344146108503,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,0.45441334045715864,0.9135707084212937,0.39396526273518395,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5323700,30,3,2,4,4,4,2,4,2,2,3,4,3,4,2,3,3,2,2,4,4,1,4,5,1,6,1,2,1,1,1,1,1,1,2,4,DE,NA,0,2,2,2,2,6.5,2,NA,4,3,3,-0.5030045703013938,3,2,-0.8150342417875702,5,5,1.2866291200169857,3,4,1.531022534892193,4,4,0.8415465196383553,4,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,0.45441334045715864,0.4601992955724603,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5343645,24,3,4,1,3,5,2,5,3,2,3,5,4,2,1,5,2,5,3,5,4,1,5,5,2,7,1,1,1,1,1,1,2,1,3,1,DE,NA,0,2,2,4,2,2.5,2,NA,5,1,4,-1.2490843201453075,3,1,-0.8150342417875702,5,4,1.2866291200169857,3,2,-1.0682361777543259,4,3,1.23747487748427,3,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-1.3416012908735158,0.9135707084212937,-0.8415825777819821,2.849348451479337,0.51074283119541,-1.284847333981703,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5334584,42,2,4,2,1,2,2,4,3,4,1,4,4,3,1,4,3,4,1,4,3,2,1,3,3,8,1,1,1,1,1,1,1,1,2,3,DE,NA,0,2,2,1,1,10.5,2,NA,5,2,3,-0.8760444452233507,5,2,1.1168413051434625,4,3,-1.85907840630868,4,2,-1.0682361777543259,4,3,-0.3462385538993893,5,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,1.3669421212701272,1.011739182993767,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5333362,30,3,2,4,4,4,3,3,2,3,2,5,4,4,1,4,3,5,2,5,4,1,4,5,1,2,2,NA,NA,1,1,1,2,1,3,6,RS,NA,0,2,2,2,2,6.5,2,NA,5,2,3,-0.5030045703013938,4,1,-0.04228402301515715,5,5,1.2866291200169857,3,4,1.531022534892193,3,4,0.04968980394652554,4,0.9281744727283533,0,0,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,57,1.6517564280109416,-1.3532863558228734,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5333395,32,3,4,2,2,3,5,5,3,1,1,3,4,4,1,2,3,5,1,5,4,2,3,5,2,4,1,1,1,1,1,1,1,1,4,2,DE,NA,1,2,2,1,1,6.5,2,NA,5,4,3,0.24307517954251995,5,3,0.3440910863710494,4,4,0.10698879764486113,3,2,-1.0682361777543259,1,3,-0.7421669117453041,5,1.3881057039907614,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,-0.44654353012520653,-0.017884017437204712,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Europe
DE,2020-03-24,5334633,39,3,1,4,5,3,4,4,3,2,5,5,2,5,3,4,2,4,1,5,5,1,5,4,3,2,1,1,1,1,1,1,2,3,4,1,DE,NA,0,2,2,2,2,6.5,2,NA,3,2,4,-0.5030045703013938,1,1,-2.3605346793323965,5,3,0.5002022384355693,3,5,2.397442105774366,2,3,-0.7421669117453041,5,1.3881057039907614,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-1.3416012908735158,-1.3532863558228734,0.7028522228644755,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Europe
DE,2020-03-24,5333424,29,3,4,2,2,4,3,4,3,2,3,5,4,4,1,2,2,5,1,5,4,1,2,3,2,5,1,1,1,1,1,1,2,1,2,3,DE,4,1,1,2,2,2,2.5,2,NA,5,4,4,0.6161150544644768,3,1,-0.8150342417875702,5,4,-0.6794380839365554,3,2,-1.0682361777543259,3,3,0.04968980394652554,5,1.3881057039907614,1,0,4,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.006827882723626893,-0.3267709775664962,0.22889502795817385,0.51074283119541,-1.284847333981703,0.7649447761528124,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5333435,30,4,4,3,2,3,4,4,1,4,2,3,3,5,1,3,2,4,1,4,4,1,2,5,2,8,1,2,1,1,1,1,1,1,1,2,TR,NA,0,2,2,1,1,10.5,2,NA,5,3,4,0.6161150544644768,4,3,0.7304661957572559,5,4,0.10698879764486113,2,2,-1.0682361777543259,2,5,0.04968980394652554,5,0.46824324146594526,1,1,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,1.3669421212701272,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5333438,26,4,3,3,3,4,3,3,3,3,3,4,4,4,1,2,2,4,2,3,4,1,4,4,2,4,2,NA,NA,1,1,1,1,1,9,2,DE,NA,0,2,2,1,1,14.5,2,NA,5,4,4,0.6161150544644768,3,2,-0.04228402301515715,5,4,0.5002022384355693,2,3,-0.20181660687215294,3,3,-0.3462385538993893,4,-0.45161922105887087,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,-0.44654353012520653,-0.6356579376957877,-1.0813316838024079,-1.1408800904624739,0.8104583469774068,-0.38637369313045344,4.073059038242723,-0.00187344428682559,Europe
DE,2020-03-24,5333481,23,2,4,3,2,4,2,4,1,2,2,4,5,3,1,1,1,2,1,5,5,1,5,5,1,5,2,NA,NA,1,1,1,2,1,3,2,DE,NA,0,2,2,2,2,6.5,2,NA,5,5,5,0.9891549293864337,4,2,0.3440910863710494,5,5,1.6798425608076941,4,2,-0.20181660687215294,4,5,1.23747487748427,5,0.46824324146594526,0,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,0.006827882723626893,-0.9445448978250792,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5328835,30,2,3,5,4,5,4,4,3,4,2,4,2,4,2,4,1,4,2,4,3,1,4,5,3,8,1,2,1,1,1,1,2,2,3,2,DE,NA,0,2,2,3,3,22.5,3,NA,4,2,5,-0.1299646953794369,4,2,-0.04228402301515715,5,3,0.5002022384355693,4,3,1.9642323203332794,2,3,0.04968980394652554,4,-0.45161922105887087,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,1.3669421212701272,-0.22380865752339904,1.5391217397187555,2.162365752853294,2.2073288009501466,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-25,5367579,26,4,4,4,2,2,5,3,5,4,3,4,4,1,5,4,2,2,1,5,5,4,2,4,2,3,1,1,1,1,1,1,2,2,2,5,NO,7,0,1,2,1,1,10.5,2,NA,1,2,4,-2.741243819833135,3,2,0.3440910863710494,2,4,-1.4658649655179719,2,2,-0.6350263923132394,1,1,-2.7218087009748784,5,0.46824324146594526,1,0,7,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,1.0530848842340501,-0.89991494297404,-0.6356579376957877,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,1.6284336281152618,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-24,5333635,57,4,4,2,3,5,4,4,2,5,3,4,5,4,1,3,1,5,1,5,4,1,5,5,2,5,1,1,1,1,1,1,1,1,1,3,DE,NA,0,2,2,3,2,18.5,3,NA,5,3,5,0.6161150544644768,3,2,1.1168413051434625,5,4,1.2866291200169857,2,2,-1.0682361777543259,2,4,0.44561816179244035,5,1.3881057039907614,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.006827882723626893,2.5561739836402246,1.5391217397187555,0.51074283119541,1.5088935739637768,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5333642,27,2,4,4,4,4,3,4,2,4,2,4,4,2,1,2,1,4,2,4,4,1,4,4,2,7,1,1,1,1,1,1,1,1,3,2,DE,NA,2,2,2,2,2,2.5,2,NA,5,4,5,0.24307517954251995,4,2,0.7304661957572559,5,4,0.5002022384355693,4,2,1.0978127494511065,3,4,0.44561816179244035,4,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,0.9135707084212937,-0.5326956176526906,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-24,5329276,34,3,3,4,3,4,3,4,4,3,2,4,1,4,2,2,1,4,2,4,4,2,4,4,3,6,1,2,1,1,1,1,2,2,2,3,DE,NA,0,2,2,1,1,10.5,2,NA,4,4,5,0.6161150544644768,4,2,-0.8150342417875702,4,3,-0.2862246431458471,3,3,0.6646029640100201,3,2,-0.3462385538993893,4,0.00831201020353719,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.4601992955724603,0.18804062264898963,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
